system   D            wsystem.c:583  maybe_parent_dir                 [   0.00040] Also searching D:\Dhr. Max Oomen\Documents\GitHub\platformer_1\
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   3.00170] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   3.00171] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   3.00290] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   3.00293] _al_d3d_sync_bitmap (video) ref count == 2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   3.64540] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.64543]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.64545]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   3.86206] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.86210]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   3.86211]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   4.01206] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.01209]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.01211]  0.000000 0.707107
font     D                ttf.c:216  alloc_glyph_region               [   4.16868] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   4.16871] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   4.16873] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   4.16982] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   4.16984] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   4.25199] glyph 13x17 (16x20)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   4.25202] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   4.25203] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   4.25322] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   4.25324] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   4.35209] glyph 11x5 (12x8)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   4.35212] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   4.35214] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   4.35318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   4.35320] _al_d3d_sync_bitmap (video) ref count == 2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   6.08241] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.08244]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   6.08246]  0.500000
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   7.56118] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   7.56121] _al_d3d_sync_bitmap (video) ref count == 2
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.29487] removed dtor for object 027BED98
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   8.29507] d3d_destroy_bitmap: Release video texture failed.
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.29559] removed dtor for object 02807B90
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.29565] removed dtor for object 0280D428
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.29571] removed dtor for object 02811CC0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.29578] removed dtor for object 027E9300
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.29584] removed dtor for object 027E9298
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.30962] removed dtor for object 027C0588
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.30988] removed dtor for object 027CEAE8
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.30997] removed dtor for object 027CFCE0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31003] removed dtor for object 027D0E80
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31007] removed dtor for object 027D2050
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31013] removed dtor for object 027D31A0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31017] removed dtor for object 027D42F0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31023] removed dtor for object 027D5F60
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31043] removed dtor for object 027E6170
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31065] removed dtor for object 027E72C0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31075] removed dtor for object 027E7C10
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31089] removed dtor for object 027E8660
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31105] removed dtor for object 027E8A30
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31125] removed dtor for object 027E8B40
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.31136] removed dtor for object 027E8D90
d3d      I         d3d_disp.cpp:920  d3d_destroy_display              [   8.31148] destroying display 00B858B0 (current 00000000)
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   8.31162] converting display bitmap 027F6168 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   8.31303] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   8.31305] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   8.31905] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [   8.31946] converting display bitmap 027F6058 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   8.32072] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   8.32074] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [   8.32512] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:904  d3d_destroy_display_internals    [   8.32558] waiting for display 00B858B0's thread to end
d3d      W         d3d_disp.cpp:616  d3d_destroy_device               [   8.32967] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1522 d3d_display_thread_proc          [   8.35138] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36140] removed dtor for object 027F5F78
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36145] removed dtor for object 027F5C38
dtor     D               dtor.c:114  _al_run_destructors              [   8.36152] calling dtor for object 027F6168, func 0F92259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36154] removed dtor for object 027F6168
dtor     D               dtor.c:114  _al_run_destructors              [   8.36245] calling dtor for object 027F6058, func 0F92259F
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36248] removed dtor for object 027F6058
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36344] removed dtor for object 027E93C0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36346] removed dtor for object 027E95C0
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36348] removed dtor for object 027E9180
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36349] removed dtor for object 027F59F8
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36351] removed dtor for object 027C0440
audio-dsound D           dsound.cpp:516  _dsound_stop_voice               [   8.36352] Stopping voice
audio-dsound D           dsound.cpp:532  _dsound_stop_voice               [   8.36353] Joining thread
audio-dsound D           dsound.cpp:538  _dsound_stop_voice               [   8.36641] Joined thread
audio-dsound D           dsound.cpp:540  _dsound_stop_voice               [   8.36642] Destroying thread
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [   8.36644] Thread destroyed
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   8.36645] Releasing buffer
audio-dsound I           dsound.cpp:549  _dsound_stop_voice               [   8.36647] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [   8.36652] removed dtor for object 027E8F68
audio-dsound D           dsound.cpp:365  _dsound_deallocate_voice         [   8.36654] Deallocating voice
audio-dsound D           dsound.cpp:370  _dsound_deallocate_voice         [   8.36656] Deallocated voice
audio-dsound D           dsound.cpp:279  _dsound_close                    [   8.36676] Releasing device
audio-dsound D           dsound.cpp:281  _dsound_close                    [   8.37271] Released device
audio-dsound I           dsound.cpp:284  _dsound_close                    [   8.37274] DirectSound closed
